"date","city","district","official","personal","commercial","total","formatted_date","year"
"19-Apr",울산,북구,178,104505,3811,108494,"2019-04-01",2019
"19-Apr",울산,울주군,370,118364,6527,125261,"2019-04-01",2019
"19-Apr",울산,중구,346,101465,2689,104500,"2019-04-01",2019
"19-Apr",울산,계,1796,538215,21217,561228,"2019-04-01",2019
"19-Apr",세종,세종특별자치시,722,150593,2722,154037,"2019-04-01",2019
"19-Apr",세종,계,722,150593,2722,154037,"2019-04-01",2019
"19-Apr",경기,가평군,361,29566,668,30595,"2019-04-01",2019
"19-Apr",경기,고양시 덕양구,674,162443,3852,166969,"2019-04-01",2019
"19-Apr",경기,고양시 일산동구,277,118319,6845,125441,"2019-04-01",2019
"19-Apr",경기,고양시 일산서구,136,110831,4006,114973,"2019-04-01",2019
"19-Apr",경기,과천시,726,20549,597,21872,"2019-04-01",2019
"19-Apr",경기,광명시,311,103585,4137,108033,"2019-04-01",2019
"19-Apr",경기,광주시,369,178198,8119,186686,"2019-04-01",2019
"19-Apr",경기,구리시,240,70055,2569,72864,"2019-04-01",2019
"19-Apr",경기,군포시,288,95266,5064,100618,"2019-04-01",2019
"19-Apr",경기,김포시,462,196415,7082,203959,"2019-04-01",2019
"19-Apr",경기,남양주시,661,274391,7609,282661,"2019-04-01",2019
"19-Apr",경기,동두천시,211,36622,1303,38136,"2019-04-01",2019
"19-Apr",경기,부천시,716,291738,12832,305286,"2019-04-01",2019
"19-Apr",경기,성남시 분당구,340,183209,7063,190612,"2019-04-01",2019
"19-Apr",경기,성남시 수정구,343,70436,2364,73143,"2019-04-01",2019
"19-Apr",경기,성남시 중원구,318,71185,4167,75670,"2019-04-01",2019
"19-Apr",경기,수원시 권선구,362,172051,7894,180307,"2019-04-01",2019
"19-Apr",경기,수원시 영통구,213,138630,3104,141947,"2019-04-01",2019
"19-Apr",경기,수원시 장안구,582,103163,3858,107603,"2019-04-01",2019
"19-Apr",경기,수원시 팔달구,482,68176,3079,71737,"2019-04-01",2019
"19-Apr",경기,시흥시,459,217772,7653,225884,"2019-04-01",2019
"19-Apr",경기,안산시 단원구,555,147445,8183,156183,"2019-04-01",2019
"19-Apr",경기,안산시 상록구,177,136168,4805,141150,"2019-04-01",2019
"19-Apr",경기,안성시,378,95945,5021,101344,"2019-04-01",2019
"19-Apr",경기,안양시 동안구,394,115747,6434,122575,"2019-04-01",2019
"19-Apr",경기,안양시 만안구,151,84055,3900,88106,"2019-04-01",2019
"19-Apr",경기,양주시,372,97899,3096,101367,"2019-04-01",2019
"19-Apr",경기,양평군,541,56799,1744,59084,"2019-04-01",2019
"19-Apr",경기,여주시,403,60025,7309,67737,"2019-04-01",2019
"19-Apr",경기,연천군,299,23119,5330,28748,"2019-04-01",2019
"19-Apr",경기,오산시,205,96568,3289,100062,"2019-04-01",2019
"19-Apr",경기,용인시 기흥구,114,179208,8347,187669,"2019-04-01",2019
"19-Apr",경기,용인시 수지구,45,134168,2270,136483,"2019-04-01",2019
"19-Apr",경기,용인시 처인구,703,122740,7069,130512,"2019-04-01",2019
"19-Apr",경기,의왕시,296,58975,3161,62432,"2019-04-01",2019
"19-Apr",경기,의정부시,632,151455,4912,156999,"2019-04-01",2019
"19-Apr",경기,이천시,400,106398,5772,112570,"2019-04-01",2019
"19-Apr",경기,파주시,498,199420,9462,209380,"2019-04-01",2019
"19-Apr",경기,평택시,699,250552,11746,262997,"2019-04-01",2019
"19-Apr",경기,포천시,365,81792,10159,92316,"2019-04-01",2019
"19-Apr",경기,하남시,381,105417,2536,108334,"2019-04-01",2019
"19-Apr",경기,화성시,866,393868,11626,406360,"2019-04-01",2019
"19-Apr",경기,계,17005,5410363,230036,5657404,"2019-04-01",2019
"19-Apr",강원,강릉시,506,102530,4621,107657,"2019-04-01",2019
"19-Apr",강원,고성군,180,13735,228,14143,"2019-04-01",2019
"19-Apr",강원,동해시,299,43002,1357,44658,"2019-04-01",2019
"19-Apr",강원,삼척시,373,31334,696,32403,"2019-04-01",2019
"19-Apr",강원,속초시,293,35661,1377,37331,"2019-04-01",2019
"19-Apr",강원,양구군,147,11762,123,12032,"2019-04-01",2019
"19-Apr",강원,양양군,173,14765,223,15161,"2019-04-01",2019
"19-Apr",강원,영월군,330,20330,368,21028,"2019-04-01",2019
"19-Apr",강원,원주시,536,161448,5894,167878,"2019-04-01",2019
"19-Apr",강원,인제군,203,17411,299,17913,"2019-04-01",2019
"19-Apr",강원,정선군,321,19974,448,20743,"2019-04-01",2019
"19-Apr",강원,철원군,219,23407,309,23935,"2019-04-01",2019
"19-Apr",강원,춘천시,790,125623,5839,132252,"2019-04-01",2019
"19-Apr",강원,태백시,224,20018,780,21022,"2019-04-01",2019
"19-Apr",강원,평창군,285,25055,462,25802,"2019-04-01",2019
"19-Apr",강원,홍천군,389,37162,1099,38650,"2019-04-01",2019
"19-Apr",강원,화천군,197,12411,198,12806,"2019-04-01",2019
"19-Apr",강원,횡성군,241,25099,670,26010,"2019-04-01",2019
"19-Apr",강원,계,5706,740727,24991,771424,"2019-04-01",2019
"19-Apr",충북,괴산군,195,21669,375,22239,"2019-04-01",2019
"19-Apr",충북,단양군,207,15498,777,16482,"2019-04-01",2019
"19-Apr",충북,보은군,206,17482,900,18588,"2019-04-01",2019
"19-Apr",충북,영동군,233,24405,382,25020,"2019-04-01",2019
"19-Apr",충북,옥천군,201,25833,1120,27154,"2019-04-01",2019
"19-Apr",충북,음성군,220,56324,1808,58352,"2019-04-01",2019
"19-Apr",충북,제천시,317,65110,3546,68973,"2019-04-01",2019
"19-Apr",충북,증평군,94,18378,737,19209,"2019-04-01",2019
"19-Apr",충북,진천군,210,45380,1303,46893,"2019-04-01",2019
"19-Apr",충북,청원군,1,19,0,20,"2019-04-01",2019
"19-Apr",충북,청주시 상당구,500,80761,2427,83688,"2019-04-01",2019
"19-Apr",충북,청주시 서원구,228,93717,5167,99112,"2019-04-01",2019
"19-Apr",충북,청주시 청원구,350,99645,4082,104077,"2019-04-01",2019
"19-Apr",충북,청주시 흥덕구,356,118245,7196,125797,"2019-04-01",2019
"19-Apr",충북,충주시,572,104305,4860,109737,"2019-04-01",2019
"19-Apr",충북,계,3890,786771,34680,825341,"2019-04-01",2019
"19-Apr",충남,계룡시,153,21070,533,21756,"2019-04-01",2019
"19-Apr",충남,공주시,541,52360,2166,55067,"2019-04-01",2019
"19-Apr",충남,금산군,183,27721,2017,29921,"2019-04-01",2019
"19-Apr",충남,논산시,370,59652,2288,62310,"2019-04-01",2019
"19-Apr",충남,당진시,375,91000,3818,95193,"2019-04-01",2019
"19-Apr",충남,보령시,389,50500,1299,52188,"2019-04-01",2019
"19-Apr",충남,부여군,273,33465,1278,35016,"2019-04-01",2019
"19-Apr",충남,서산시,399,89598,3485,93482,"2019-04-01",2019
"19-Apr",충남,서천군,229,26552,895,27676,"2019-04-01",2019
"19-Apr",충남,아산시,471,157675,6175,164321,"2019-04-01",2019
"19-Apr",충남,예산군,384,41860,1440,43684,"2019-04-01",2019
"19-Apr",충남,천안시 동남구,261,125009,4734,130004,"2019-04-01",2019
"19-Apr",충남,천안시 서북구,536,182352,5805,188693,"2019-04-01",2019
"19-Apr",충남,청양군,254,16415,847,17516,"2019-04-01",2019
"19-Apr",충남,태안군,280,32872,505,33657,"2019-04-01",2019
"19-Apr",충남,홍성군,410,50670,1421,52501,"2019-04-01",2019
"19-Apr",충남,계,5508,1058771,38706,1102985,"2019-04-01",2019
"19-Apr",전북,고창군,263,29686,589,30538,"2019-04-01",2019
"19-Apr",전북,군산시,516,126504,6628,133648,"2019-04-01",2019
"19-Apr",전북,김제시,292,44017,1967,46276,"2019-04-01",2019
"19-Apr",전북,남원시,414,39588,4576,44578,"2019-04-01",2019
"19-Apr",전북,무주군,190,12370,373,12933,"2019-04-01",2019
"19-Apr",전북,부안군,260,26961,617,27838,"2019-04-01",2019
"19-Apr",전북,순창군,204,14239,196,14639,"2019-04-01",2019
"19-Apr",전북,완주군,350,49778,3328,53456,"2019-04-01",2019
"19-Apr",전북,익산시,486,134629,6284,141399,"2019-04-01",2019
"19-Apr",전북,임실군,202,14141,423,14766,"2019-04-01",2019
"19-Apr",전북,장수군,225,11757,176,12158,"2019-04-01",2019
"19-Apr",전북,전주시 덕진구,392,160220,7571,168183,"2019-04-01",2019
"19-Apr",전북,전주시 완산구,584,145675,4062,150321,"2019-04-01",2019
"19-Apr",전북,정읍시,332,52708,3782,56822,"2019-04-01",2019
"19-Apr",전북,진안군,231,13610,200,14041,"2019-04-01",2019
"19-Apr",전북,계,4941,875883,40772,921596,"2019-04-01",2019
"19-Apr",전남,강진군,214,18001,1095,19310,"2019-04-01",2019
"19-Apr",전남,고흥군,301,30347,664,31312,"2019-04-01",2019
"19-Apr",전남,곡성군,154,14317,747,15218,"2019-04-01",2019
"19-Apr",전남,광양시,248,78147,5910,84305,"2019-04-01",2019
"19-Apr",전남,구례군,132,12979,632,13743,"2019-04-01",2019
"19-Apr",전남,나주시,451,60721,3287,64459,"2019-04-01",2019
"19-Apr",전남,담양군,208,25611,1539,27358,"2019-04-01",2019
"19-Apr",전남,목포시,442,93815,5873,100130,"2019-04-01",2019
"19-Apr",전남,무안군,551,41150,975,42676,"2019-04-01",2019
"19-Apr",전남,보성군,203,20920,59700,80823,"2019-04-01",2019
"19-Apr",전남,순천시,483,131635,5129,137247,"2019-04-01",2019
"19-Apr",전남,신안군,234,20262,850,21346,"2019-04-01",2019
"19-Apr",전남,여수시,549,125331,6920,132800,"2019-04-01",2019
"19-Apr",전남,영광군,211,26471,724,27406,"2019-04-01",2019
"19-Apr",전남,영암군,245,31707,13056,45008,"2019-04-01",2019
"19-Apr",전남,완도군,230,24343,509,25082,"2019-04-01",2019
"19-Apr",전남,장성군,174,25567,1112,26853,"2019-04-01",2019
"19-Apr",전남,장흥군,198,19459,449,20106,"2019-04-01",2019
"19-Apr",전남,진도군,155,16014,304,16473,"2019-04-01",2019
"19-Apr",전남,함평군,191,17452,17923,35566,"2019-04-01",2019
"19-Apr",전남,해남군,332,37786,583,38701,"2019-04-01",2019
"19-Apr",전남,화순군,219,31092,2033,33344,"2019-04-01",2019
"19-Apr",전남,계,6125,903127,130014,1039266,"2019-04-01",2019
"19-Apr",경북,경산시,314,131805,4423,136542,"2019-04-01",2019
"19-Apr",경북,경주시,571,136520,4668,141759,"2019-04-01",2019
"19-Apr",경북,고령군,157,20182,528,20867,"2019-04-01",2019
"19-Apr",경북,구미시,526,205854,7257,213637,"2019-04-01",2019
"19-Apr",경북,군위군,119,14274,275,14668,"2019-04-01",2019
"19-Apr",경북,김천시,375,71113,1846,73334,"2019-04-01",2019
"19-Apr",경북,문경시,312,34950,802,36064,"2019-04-01",2019
"19-Apr",경북,봉화군,196,17281,207,17684,"2019-04-01",2019
"19-Apr",경북,상주시,369,51398,1878,53645,"2019-04-01",2019
"19-Apr",경북,성주군,195,29347,1434,30976,"2019-04-01",2019
"19-Apr",경북,안동시,703,79195,2598,82496,"2019-04-01",2019
"19-Apr",경북,영덕군,248,18389,296,18933,"2019-04-01",2019
"19-Apr",경북,영양군,146,9281,102,9529,"2019-04-01",2019
"19-Apr",경북,영주시,345,54257,1505,56107,"2019-04-01",2019
"19-Apr",경북,영천시,291,57054,2680,60025,"2019-04-01",2019
"19-Apr",경북,예천군,228,27500,455,28183,"2019-04-01",2019
"19-Apr",경북,울릉군,146,5179,515,5840,"2019-04-01",2019
"19-Apr",경북,울진군,294,25115,350,25759,"2019-04-01",2019
"19-Apr",경북,의성군,296,29278,952,30526,"2019-04-01",2019
"19-Apr",경북,청도군,200,24071,656,24927,"2019-04-01",2019
"19-Apr",경북,청송군,199,14890,198,15287,"2019-04-01",2019
"19-Apr",경북,칠곡군,334,67389,2294,70017,"2019-04-01",2019
"19-Apr",경북,포항시 남구,388,119091,8745,128224,"2019-04-01",2019
"19-Apr",경북,포항시 북구,329,131527,3936,135792,"2019-04-01",2019
"19-Apr",경북,계,7281,1374940,48600,1430821,"2019-04-01",2019
"19-Apr",경남,거제시,349,102794,2158,105301,"2019-04-01",2019
"19-Apr",경남,거창군,252,30883,802,31937,"2019-04-01",2019
"19-Apr",경남,고성군,222,26060,631,26913,"2019-04-01",2019
"19-Apr",경남,김해시,646,260170,7013,267829,"2019-04-01",2019
"19-Apr",경남,남해군,256,18933,489,19678,"2019-04-01",2019
"19-Apr",경남,밀양시,312,53757,3902,57971,"2019-04-01",2019
"19-Apr",경남,사천시,307,54361,1543,56211,"2019-04-01",2019
"19-Apr",경남,산청군,233,19320,785,20338,"2019-04-01",2019
"19-Apr",경남,양산시,399,157190,9868,167457,"2019-04-01",2019
"19-Apr",경남,의령군,189,13854,674,14717,"2019-04-01",2019
"19-Apr",경남,진주시,602,158185,6673,165460,"2019-04-01",2019
"19-Apr",경남,창녕군,232,34570,955,35757,"2019-04-01",2019
"19-Apr",경남,창원시 마산합포구,335,98384,2980,101699,"2019-04-01",2019
"19-Apr",경남,창원시 마산회원구,172,93527,5248,98947,"2019-04-01",2019
"19-Apr",경남,창원시 성산구,146,116982,14220,131348,"2019-04-01",2019
"19-Apr",경남,창원시 의창구,913,128332,7220,136465,"2019-04-01",2019
"19-Apr",경남,창원시 진해구,209,87228,1659,89096,"2019-04-01",2019
"19-Apr",경남,통영시,316,51826,1531,53673,"2019-04-01",2019
"19-Apr",경남,하동군,219,23991,457,24667,"2019-04-01",2019
"19-Apr",경남,함안군,197,40324,11870,52391,"2019-04-01",2019
"19-Apr",경남,함양군,199,18700,445,19344,"2019-04-01",2019
"19-Apr",경남,합천군,257,22462,646,23365,"2019-04-01",2019
"19-Apr",경남,계,6962,1611833,81769,1700564,"2019-04-01",2019
"19-Apr",제주,서귀포시,762,101569,2030,104361,"2019-04-01",2019
"19-Apr",제주,제주시,1557,266592,193613,461762,"2019-04-01",2019
"19-Apr",제주,계,2319,368161,195643,566123,"2019-04-01",2019
"19-May",서울,강남구,374,215201,18638,234213,"2019-05-01",2019
"19-May",서울,강동구,268,125774,8988,135030,"2019-05-01",2019
"19-May",서울,강북구,316,71659,4718,76693,"2019-05-01",2019
"19-May",서울,강서구,337,185086,18277,203700,"2019-05-01",2019
"19-May",서울,관악구,303,114807,5615,120725,"2019-05-01",2019
"19-May",서울,광진구,289,93821,5477,99587,"2019-05-01",2019
"19-May",서울,구로구,287,129553,14112,143952,"2019-05-01",2019
"19-May",서울,금천구,129,81364,5854,87347,"2019-05-01",2019
"19-May",서울,노원구,318,143405,9152,152875,"2019-05-01",2019
"19-May",서울,도봉구,265,89229,7626,97120,"2019-05-01",2019
"19-May",서울,동대문구,317,92286,5377,97980,"2019-05-01",2019
"19-May",서울,동작구,315,103053,2792,106160,"2019-05-01",2019
"19-May",서울,마포구,334,110323,6999,117656,"2019-05-01",2019
"19-May",서울,서대문구,451,81182,5944,87577,"2019-05-01",2019
"19-May",서울,서초구,560,167451,13597,181608,"2019-05-01",2019
"19-May",서울,성동구,321,94639,10388,105348,"2019-05-01",2019
"19-May",서울,성북구,289,112118,5474,117881,"2019-05-01",2019
"19-May",서울,송파구,386,227321,13083,240790,"2019-05-01",2019
"19-May",서울,양천구,323,141067,8580,149970,"2019-05-01",2019
"19-May",서울,영등포구,366,133284,9122,142772,"2019-05-01",2019
"19-May",서울,용산구,363,74519,2162,77044,"2019-05-01",2019
"19-May",서울,은평구,289,122922,7115,130326,"2019-05-01",2019
"19-May",서울,종로구,3867,44704,1670,50241,"2019-05-01",2019
"19-May",서울,중구,1161,45745,4894,51800,"2019-05-01",2019
"19-May",서울,중랑구,232,103556,9624,113412,"2019-05-01",2019
"19-May",서울,계,12460,2904069,205278,3121807,"2019-05-01",2019
"19-May",부산,강서구,320,70073,3823,74216,"2019-05-01",2019
"19-May",부산,금정구,282,81435,7470,89187,"2019-05-01",2019
"19-May",부산,기장군,256,71555,2265,74076,"2019-05-01",2019
"19-May",부산,남구,236,91485,8498,100219,"2019-05-01",2019
"19-May",부산,동구,240,44908,4516,49664,"2019-05-01",2019
"19-May",부산,동래구,182,88818,4292,93292,"2019-05-01",2019
"19-May",부산,부산진구,374,119047,14054,133475,"2019-05-01",2019
"19-May",부산,북구,242,100155,3283,103680,"2019-05-01",2019
"19-May",부산,사상구,287,84333,6005,90625,"2019-05-01",2019
"19-May",부산,사하구,265,107896,7084,115245,"2019-05-01",2019
"19-May",부산,서구,141,28257,1360,29758,"2019-05-01",2019
"19-May",부산,수영구,170,67166,24459,91795,"2019-05-01",2019
"19-May",부산,연제구,832,87284,8178,96294,"2019-05-01",2019
"19-May",부산,영도구,231,31309,2087,33627,"2019-05-01",2019
"19-May",부산,중구,311,23924,7262,31497,"2019-05-01",2019
"19-May",부산,해운대구,325,162633,12077,175035,"2019-05-01",2019
"19-May",부산,계,4694,1260278,116713,1381685,"2019-05-01",2019
"19-May",대구,남구,346,55629,1755,57730,"2019-05-01",2019
"19-May",대구,달서구,489,262612,12245,275346,"2019-05-01",2019
"19-May",대구,달성군,505,126697,4784,131986,"2019-05-01",2019
"19-May",대구,동구,349,150874,10528,161751,"2019-05-01",2019
"19-May",대구,북구,502,194611,7843,202956,"2019-05-01",2019
"19-May",대구,서구,236,71545,4206,75987,"2019-05-01",2019
"19-May",대구,수성구,573,211792,5299,217664,"2019-05-01",2019
"19-May",대구,중구,291,54034,1849,56174,"2019-05-01",2019
"19-May",대구,계,3291,1127794,48509,1179594,"2019-05-01",2019
"19-May",인천,강화군,316,33130,45113,78559,"2019-05-01",2019
"19-May",인천,계양구,284,121047,177615,298946,"2019-05-01",2019
"19-May",인천,남동구,833,251644,42692,295169,"2019-05-01",2019
"19-May",인천,동구,89,26245,3089,29423,"2019-05-01",2019
"19-May",인천,미추홀구,410,151064,10682,162156,"2019-05-01",2019
"19-May",인천,부평구,337,214851,11950,227138,"2019-05-01",2019
"19-May",인천,서구,397,230797,10942,242136,"2019-05-01",2019
"19-May",인천,연수구,394,170978,7625,178997,"2019-05-01",2019
"19-May",인천,옹진군,196,11670,206,12072,"2019-05-01",2019
"19-May",인천,중구,665,59166,18238,78069,"2019-05-01",2019
"19-May",인천,계,3921,1270592,328152,1602665,"2019-05-01",2019
"19-May",광주,광산구,508,185875,11865,198248,"2019-05-01",2019
"19-May",광주,남구,217,87496,2577,90290,"2019-05-01",2019
"19-May",광주,동구,243,36849,1137,38229,"2019-05-01",2019
"19-May",광주,북구,600,184058,10009,194667,"2019-05-01",2019
"19-May",광주,서구,614,140286,7155,148055,"2019-05-01",2019
"19-May",광주,계,2182,634564,32743,669489,"2019-05-01",2019
"19-May",대전,대덕구,236,84621,6871,91728,"2019-05-01",2019
"19-May",대전,동구,249,88921,4288,93458,"2019-05-01",2019
"19-May",대전,서구,793,201911,7308,210012,"2019-05-01",2019
"19-May",대전,유성구,381,167571,5075,173027,"2019-05-01",2019
"19-May",대전,중구,239,96578,5887,102704,"2019-05-01",2019
"19-May",대전,계,1898,639602,29429,670929,"2019-05-01",2019
"19-May",울산,남구,710,151873,7279,159862,"2019-05-01",2019
"19-May",울산,동구,194,61784,957,62935,"2019-05-01",2019
"19-May",울산,북구,180,105087,3771,109038,"2019-05-01",2019
"19-May",울산,울주군,371,118472,6586,125429,"2019-05-01",2019
"19-May",울산,중구,345,101134,2675,104154,"2019-05-01",2019
"19-May",울산,계,1800,538350,21268,561418,"2019-05-01",2019
"19-May",세종,세종특별자치시,726,151475,2710,154911,"2019-05-01",2019
"19-May",세종,계,726,151475,2710,154911,"2019-05-01",2019
"19-May",경기,가평군,367,29705,665,30737,"2019-05-01",2019
"19-May",경기,고양시 덕양구,693,162933,3861,167487,"2019-05-01",2019
"19-May",경기,고양시 일산동구,279,118298,6718,125295,"2019-05-01",2019
"19-May",경기,고양시 일산서구,133,111569,4040,115742,"2019-05-01",2019
"19-May",경기,과천시,720,20551,596,21867,"2019-05-01",2019
"19-May",경기,광명시,310,103435,4111,107856,"2019-05-01",2019
"19-May",경기,광주시,363,178778,8106,187247,"2019-05-01",2019
"19-May",경기,구리시,238,70009,2567,72814,"2019-05-01",2019
"19-May",경기,군포시,293,95321,5068,100682,"2019-05-01",2019
"19-May",경기,김포시,468,197352,7084,204904,"2019-05-01",2019
"19-May",경기,남양주시,666,275452,7578,283696,"2019-05-01",2019
"19-May",경기,동두천시,208,36644,1307,38159,"2019-05-01",2019
"19-May",경기,부천시,720,292425,12930,306075,"2019-05-01",2019
"19-May",경기,성남시 분당구,341,183072,7023,190436,"2019-05-01",2019
"19-May",경기,성남시 수정구,342,70601,2394,73337,"2019-05-01",2019
"19-May",경기,성남시 중원구,318,71125,4164,75607,"2019-05-01",2019
"19-May",경기,수원시 권선구,360,172368,7877,180605,"2019-05-01",2019
"19-May",경기,수원시 영통구,212,139262,3164,142638,"2019-05-01",2019
"19-May",경기,수원시 장안구,586,103037,3817,107440,"2019-05-01",2019
"19-May",경기,수원시 팔달구,484,68316,3023,71823,"2019-05-01",2019
"19-May",경기,시흥시,455,219126,7675,227256,"2019-05-01",2019
"19-May",경기,안산시 단원구,558,147745,8119,156422,"2019-05-01",2019
"19-May",경기,안산시 상록구,174,136116,4791,141081,"2019-05-01",2019
"19-May",경기,안성시,382,96139,5019,101540,"2019-05-01",2019
"19-May",경기,안양시 동안구,393,115920,6360,122673,"2019-05-01",2019
"19-May",경기,안양시 만안구,149,83918,3960,88027,"2019-05-01",2019
"19-May",경기,양주시,375,98426,3089,101890,"2019-05-01",2019
"19-May",경기,양평군,546,57085,1754,59385,"2019-05-01",2019
"19-May",경기,여주시,418,60187,7320,67925,"2019-05-01",2019
"19-May",경기,연천군,302,23145,5311,28758,"2019-05-01",2019
"19-May",경기,오산시,203,96687,3291,100181,"2019-05-01",2019
"19-May",경기,용인시 기흥구,122,180719,8207,189048,"2019-05-01",2019
"19-May",경기,용인시 수지구,46,134371,2279,136696,"2019-05-01",2019
"19-May",경기,용인시 처인구,701,123242,7067,131010,"2019-05-01",2019
"19-May",경기,의왕시,300,59478,3134,62912,"2019-05-01",2019
"19-May",경기,의정부시,634,151739,4886,157259,"2019-05-01",2019
"19-May",경기,이천시,403,106626,5763,112792,"2019-05-01",2019
"19-May",경기,파주시,510,199956,9485,209951,"2019-05-01",2019
"19-May",경기,평택시,700,251587,11662,263949,"2019-05-01",2019
"19-May",경기,포천시,385,81884,9956,92225,"2019-05-01",2019
"19-May",경기,하남시,385,105980,2580,108945,"2019-05-01",2019
"19-May",경기,화성시,877,396650,11098,408625,"2019-05-01",2019
"19-May",경기,계,17119,5426979,228899,5672997,"2019-05-01",2019
"19-May",강원,강릉시,508,102740,4613,107861,"2019-05-01",2019
"19-May",강원,고성군,179,13676,230,14085,"2019-05-01",2019
"19-May",강원,동해시,298,43066,1366,44730,"2019-05-01",2019
"19-May",강원,삼척시,381,31389,690,32460,"2019-05-01",2019
"19-May",강원,속초시,293,35879,1366,37538,"2019-05-01",2019
"19-May",강원,양구군,152,11790,122,12064,"2019-05-01",2019
"19-May",강원,양양군,176,14863,223,15262,"2019-05-01",2019
"19-May",강원,영월군,330,20389,359,21078,"2019-05-01",2019
"19-May",강원,원주시,539,161975,5885,168399,"2019-05-01",2019
"19-May",강원,인제군,207,17437,300,17944,"2019-05-01",2019
"19-May",강원,정선군,325,19970,448,20743,"2019-05-01",2019
"19-May",강원,철원군,222,23448,307,23977,"2019-05-01",2019
"19-May",강원,춘천시,798,125877,5859,132534,"2019-05-01",2019
"19-May",강원,태백시,225,20008,781,21014,"2019-05-01",2019
"19-May",강원,평창군,282,25091,464,25837,"2019-05-01",2019
"19-May",강원,홍천군,391,37245,1098,38734,"2019-05-01",2019
"19-May",강원,화천군,200,12447,198,12845,"2019-05-01",2019
"19-May",강원,횡성군,246,25169,669,26084,"2019-05-01",2019
"19-May",강원,계,5752,742459,24978,773189,"2019-05-01",2019
"19-May",충북,괴산군,196,21691,374,22261,"2019-05-01",2019
"19-May",충북,단양군,211,15557,788,16556,"2019-05-01",2019
"19-May",충북,보은군,210,17511,892,18613,"2019-05-01",2019
"19-May",충북,영동군,232,24408,385,25025,"2019-05-01",2019
"19-May",충북,옥천군,204,25841,1119,27164,"2019-05-01",2019
"19-May",충북,음성군,221,56452,1819,58492,"2019-05-01",2019
"19-May",충북,제천시,321,65250,3523,69094,"2019-05-01",2019
"19-May",충북,증평군,95,18511,736,19342,"2019-05-01",2019
"19-May",충북,진천군,209,45580,1302,47091,"2019-05-01",2019
"19-May",충북,청원군,1,19,0,20,"2019-05-01",2019
"19-May",충북,청주시 상당구,506,80788,2443,83737,"2019-05-01",2019
"19-May",충북,청주시 서원구,226,93661,5151,99038,"2019-05-01",2019
"19-May",충북,청주시 청원구,349,99810,4058,104217,"2019-05-01",2019
"19-May",충북,청주시 흥덕구,358,118745,7198,126301,"2019-05-01",2019
"19-May",충북,충주시,577,104637,4865,110079,"2019-05-01",2019
"19-May",충북,계,3916,788461,34653,827030,"2019-05-01",2019
"19-May",충남,계룡시,152,21161,535,21848,"2019-05-01",2019
"19-May",충남,공주시,546,52467,2162,55175,"2019-05-01",2019
"19-May",충남,금산군,183,27669,2023,29875,"2019-05-01",2019
"19-May",충남,논산시,373,59697,2282,62352,"2019-05-01",2019
"19-May",충남,당진시,378,91120,3827,95325,"2019-05-01",2019
"19-May",충남,보령시,394,50546,1301,52241,"2019-05-01",2019
"19-May",충남,부여군,272,33502,1278,35052,"2019-05-01",2019
"19-May",충남,서산시,398,89848,3482,93728,"2019-05-01",2019
"19-May",충남,서천군,229,26607,892,27728,"2019-05-01",2019
"19-May",충남,아산시,478,158144,6129,164751,"2019-05-01",2019
"19-May",충남,예산군,389,41871,1443,43703,"2019-05-01",2019
"19-May",충남,천안시 동남구,259,125119,4735,130113,"2019-05-01",2019
"19-May",충남,천안시 서북구,537,182842,5841,189220,"2019-05-01",2019
"19-May",충남,청양군,257,16450,855,17562,"2019-05-01",2019
"19-May",충남,태안군,286,32911,502,33699,"2019-05-01",2019
"19-May",충남,홍성군,413,50837,1418,52668,"2019-05-01",2019
"19-May",충남,계,5544,1060791,38705,1105040,"2019-05-01",2019
"19-May",전북,고창군,260,29760,593,30613,"2019-05-01",2019
"19-May",전북,군산시,517,126585,6586,133688,"2019-05-01",2019
"19-May",전북,김제시,289,44143,1966,46398,"2019-05-01",2019
"19-May",전북,남원시,413,39559,5492,45464,"2019-05-01",2019
"19-May",전북,무주군,191,12382,376,12949,"2019-05-01",2019
"19-May",전북,부안군,261,26970,614,27845,"2019-05-01",2019
"19-May",전북,순창군,202,14234,195,14631,"2019-05-01",2019
"19-May",전북,완주군,346,49767,3306,53419,"2019-05-01",2019
"19-May",전북,익산시,496,134682,6277,141455,"2019-05-01",2019
"19-May",전북,임실군,201,14169,422,14792,"2019-05-01",2019
"19-May",전북,장수군,228,11786,178,12192,"2019-05-01",2019
"19-May",전북,전주시 덕진구,395,160984,7572,168951,"2019-05-01",2019
"19-May",전북,전주시 완산구,582,145687,4076,150345,"2019-05-01",2019
"19-May",전북,정읍시,337,52801,3800,56938,"2019-05-01",2019
"19-May",전북,진안군,231,13652,201,14084,"2019-05-01",2019
"19-May",전북,계,4949,877161,41654,923764,"2019-05-01",2019
"19-May",전남,강진군,215,17984,1108,19307,"2019-05-01",2019
"19-May",전남,고흥군,300,30484,663,31447,"2019-05-01",2019
"19-May",전남,곡성군,156,14333,744,15233,"2019-05-01",2019
"19-May",전남,광양시,251,78329,5929,84509,"2019-05-01",2019
"19-May",전남,구례군,137,12931,634,13702,"2019-05-01",2019
"19-May",전남,나주시,452,60859,3282,64593,"2019-05-01",2019
"19-May",전남,담양군,208,25574,1539,27321,"2019-05-01",2019
"19-May",전남,목포시,442,93954,5795,100191,"2019-05-01",2019
"19-May",전남,무안군,553,41176,978,42707,"2019-05-01",2019
